gen,id,enemies,best_fit,mean_fit,std_fit
0,start,2467,29.912413602526964,-3.142354700855789,6.707073732538658
1,start,2467,34.72735869754631,-1.6149037475704864,8.62560643298232
2,start,2467,34.72735869754631,-1.6871617834246786,8.26482662240544
3,start,2467,34.72735869754631,-0.38107108412248036,8.882271557462683
4,start,2467,34.72735869754631,0.28993130257065347,9.098802576272483
5,start,2467,34.72735869754631,1.6071496800859135,9.711349793400606
6,start,2467,34.72735869754631,3.4186775495315107,10.508811406458607
7,start,2467,34.72735869754631,5.40747694544819,10.872952293825756
8,start,2467,34.72735869754631,9.241706253527136,11.151546913893585
9,start,2467,38.89974712560671,9.633354242067963,11.616103064478903
10,start,2467,38.91453636371936,9.229729311450798,12.521000882730547
11,start,2467,42.30662778500985,10.380708280450644,11.465791826768708
12,start,2467,42.30662778500985,9.798637393337522,12.463589677881636
13,start,2467,42.32602056034732,10.36869723157502,12.706458463075144
14,start,2467,42.32602056034732,12.6628761703778,11.66302694797474
15,start,2467,43.57035031456209,13.578042449470507,11.95812752937988
16,start,2467,43.57035031456209,14.27548641239203,12.597685698278235
17,start,2467,43.57035031456209,13.095454512344872,12.259721407424555
18,start,2467,43.57035031456209,15.198154407859661,12.005445968146022
19,start,2467,43.57035031456209,15.415515529916076,12.097739569880323
20,start,2467,43.57035031456209,15.25931016977334,11.147286249593371
21,start,2467,44.56270163308017,15.37934383263721,11.744959831152308
22,start,2467,44.599041077354,15.733002608655902,11.729041724291125
23,start,2467,44.599041077354,16.834167292599286,11.328391775970196
24,start,2467,61.07570976411202,16.68481244469676,11.80558110317162
25,start,2467,61.07570976411202,17.433136925341387,12.017747411070106
26,start,2467,61.07570976411202,18.25942962033231,10.69822366620363
27,start,2467,61.07570976411202,19.347998268158527,9.54229578760757
28,start,2467,61.07570976411202,19.80854540123065,10.971164696182118
29,start,2467,61.07570976411202,19.985973614888742,11.419653499796352
30,start,2467,61.07570976411202,21.419857842830567,10.266227496219289
31,start,2467,61.07570976411202,21.26732391991444,10.730552112586468
32,start,2467,65.7912425247271,19.53129566814855,11.704335062690618
33,start,2467,65.7912425247271,21.04912989796206,11.192465156874315
34,start,2467,65.7912425247271,21.40320532893147,12.467742521216621
35,start,2467,65.7912425247271,21.546936260472474,13.010381879995975
36,start,2467,65.7912425247271,22.41067569281785,12.963633943235013
37,start,2467,65.86624584601913,22.41453544381549,13.212661404671323
38,start,2467,65.86624584601913,21.525324868724283,12.557753460648655
39,start,2467,65.86624584601913,18.292848610681556,12.723050789872328
40,start,2467,65.86624584601913,16.91582668383185,12.707969772499014
41,start,2467,65.86624584601913,16.88732070707195,13.016229835350405
42,start,2467,65.86624584601913,18.016737475926227,12.84859973335158
43,start,2467,65.86624584601913,18.769053278137854,12.520776004558586
44,start,2467,65.86624584601913,18.986906463474078,11.187738956665548
45,start,2467,65.86624584601913,19.033871227315345,12.334881145601553
46,start,2467,65.86624584601913,18.409343193948235,12.411676218097208
47,start,2467,65.86624584601913,19.532436439581932,12.059184865327023
48,start,2467,65.86624584601913,20.235942884189225,11.637298223150871
49,start,2467,65.86624584601913,20.151288435846098,11.920965373178017
0,gi,2467,50.21733846655434,19.031854324711894,10.440652154100482
0,si1,64,21.90624979919324,17.159190107422496,9.812482082338452
0,si2,46,39.159358342626604,19.637272341675928,10.136881302584461
0,si3,64,65.83879267830493,21.791975905742742,10.506098297045773
1,gi,2467,50.21733846655434,17.358480503602227,13.15596595980683
1,si1,64,21.90624979919324,18.196989586705232,8.753160426995612
1,si2,46,57.20698639161586,18.937642922132795,12.294638186517364
1,si3,64,65.83879267830493,21.809878343616994,10.502696774021377
2,gi,2467,50.21733846655434,16.15605352463581,12.688902527283924
2,si1,64,30.439318368984473,17.487064728959783,10.173377540139123
2,si2,46,57.20698639161586,15.703837796902958,14.492726586111242
2,si3,64,65.83879267830493,20.707676748412588,11.838797981904657
3,gi,2467,50.21733846655434,18.08634151735669,11.431004184620175
3,si1,64,30.575049982518596,19.320452742554465,8.030183604587329
3,si2,46,57.20698639161586,16.03631493397034,13.628082782512234
3,si3,64,65.83879267830493,21.06958461518509,11.444551054080568
4,gi,2467,50.21733846655434,20.33808350364508,7.946522583480343
4,si1,64,30.643413725327992,19.625005337005625,8.038392507540339
4,si2,46,57.20698639161586,17.80773219650008,12.925453450422076
4,si3,64,65.83879267830493,18.229408392352862,14.459047607880164
5,gi,2467,61.02384703297776,18.99387926696049,13.927653462846889
5,si1,64,57.20698639161586,18.925805996520776,11.43914532028969
5,si2,46,57.20698639161586,15.685683485709692,13.595128908355733
5,si3,64,65.83879267830493,22.447546928654752,14.631231519105977
6,gi,2467,61.02384703297776,21.333676767338506,13.823725995785754
6,si1,64,57.20698639161586,20.74408349940436,11.556960706183762
6,si2,46,57.20698639161586,17.87677820320944,13.117939756660709
6,si3,64,65.83879267830493,23.56941523147109,11.65929254229506
7,gi,2467,69.76832205300745,19.663945811307187,16.86885547403683
7,si1,64,57.20698639161586,19.695778052512715,11.59557282310795
7,si2,46,57.20698639161586,16.802337303338856,14.333776041749674
7,si3,64,65.8472673052959,20.650842109113913,18.911643358136224
8,gi,2467,69.76832205300745,21.064591718416164,14.650283404644641
8,si1,64,57.20698639161586,16.802847329465198,13.155625854847958
8,si2,46,57.20698639161586,17.545313587807687,14.76276237798669
8,si3,64,65.8472673052959,20.338220712831703,17.347806464207714
9,gi,2467,69.76832205300745,24.29061368403447,13.98760007836889
9,si1,64,57.20698639161586,18.18001604938908,12.385009983185542
9,si2,46,57.20698639161586,20.06966600583422,13.085745294161466
9,si3,64,65.8472673052959,22.135641733142673,15.71891990339014
10,gi,2467,69.76832205300745,21.36942625183424,16.921139014796097
10,si1,64,65.8220558859494,26.391578806778035,16.127309025277732
10,si2,46,65.8220558859494,23.58491880973819,16.20042317896699
10,si3,64,65.8472673052959,19.967972426016154,15.765829824082932
11,gi,2467,69.76832205300745,20.764672946480765,13.260306902250333
11,si1,64,65.8220558859494,22.490566953431127,15.58522931779476
11,si2,46,65.8220558859494,22.910355538890382,11.456187105883412
11,si3,64,65.8472673052959,21.89735270881176,11.403396681706557
12,gi,2467,69.76832205300745,25.525967694565274,13.643306791928616
12,si1,64,65.8220558859494,23.908417210611706,15.40682552996515
12,si2,46,65.8220558859494,21.180700802236615,12.140232846205672
12,si3,64,65.8472673052959,19.325560001335962,14.996561811999785
13,gi,2467,69.76832205300745,25.1893067240209,15.713089494152666
13,si1,64,65.8220558859494,21.068797002668,13.468922563593337
13,si2,46,65.8220558859494,21.849018080758913,13.644283039905547
13,si3,64,65.8472673052959,20.077666329784506,14.188600602330942
14,gi,2467,69.76832205300745,26.307360576997667,15.74967864775009
14,si1,64,65.8220558859494,23.625448860971737,13.125586968845823
14,si2,46,65.8220558859494,22.876394324587658,11.474187335696598
14,si3,64,65.8472673052959,17.110034180092498,14.535895404133408
15,gi,2467,69.76832205300745,22.88860290653937,15.372213895891504
15,si1,64,65.8472673052959,21.8382865146611,16.02215303614168
15,si2,46,65.8472673052959,21.843906309066696,13.425580547167126
15,si3,64,65.8472673052959,23.211286219854625,15.932002446423855
16,gi,2467,69.76832205300745,27.95293007836165,14.136438771550516
16,si1,64,65.8472673052959,21.092100733570227,13.701948311116904
16,si2,46,65.8472673052959,22.908021875983913,13.70571836450432
16,si3,64,65.8472673052959,21.825679539255734,13.470522651267943
17,gi,2467,69.76832205300745,28.990478200260977,12.431428843842419
17,si1,64,65.8472673052959,22.830097727757096,11.79662437287795
17,si2,46,65.8472673052959,20.71165408094617,15.610395109258125
17,si3,64,65.8472673052959,23.559700367818603,13.226983740680112
18,gi,2467,69.76832205300745,24.702784745580388,13.381267659553856
18,si1,64,65.8472673052959,23.201153020799648,15.149708363481656
18,si2,46,65.8472673052959,19.72276977722563,13.099270311791368
18,si3,64,65.8472673052959,28.190212892239778,13.370715265931242
19,gi,2467,69.76832205300745,24.728136543345798,13.828373624249663
19,si1,64,65.8472673052959,22.184874976297987,15.27328191293231
19,si2,46,65.8472673052959,21.806896036802,17.769984725487028
19,si3,64,65.8472673052959,25.382615836251475,17.060848871498642
20,gi,2467,69.76832205300745,27.507918918315113,15.570084279671379
20,si1,64,65.8472673052959,18.95388854847696,17.735125788142515
20,si2,46,65.8472673052959,23.595097174179113,16.948795919741233
20,si3,64,65.8472673052959,22.362991316828314,20.04595426085002
