gen,best_fit,mean_fit,std_fit,prob,doomsday
0,21.266658723102253,-2.587226703679865,7.060718297619106,0.79,0
1,90.14855887687001,5.372302527149115,24.12905935977013,0.78,0
2,90.91968822339261,10.924378927898916,31.467058726926698,0.77,0
3,89.37454706086825,15.236914771497714,35.59215435084403,0.76,0
4,89.55102576183883,19.674776464170534,38.86307088681033,0.75,0
5,89.59968822339262,23.902161682812803,41.053793083200226,0.74,0
6,91.72041448585585,25.446055733311013,42.273710486535414,0.73,0
7,91.72041448585585,26.437722092246794,42.774754744229455,0.72,0
8,90.02957298262517,23.50175457776347,41.300877850929055,0.71,0
9,91.20394224923466,27.325175963415123,43.14371567543899,0.7,0
10,90.20661051127252,27.321493227735935,42.945805950819675,0.69,0
11,90.20661051127252,31.18492951475977,43.7603887519743,0.6799999999999999,0
12,90.20661051127252,28.957017783985734,42.38978293679803,0.6699999999999999,0
13,91.21968822339261,29.70658096349119,42.93124121205096,0.6599999999999999,0
14,91.21968822339261,30.57833858631316,43.391754038497,0.6499999999999999,0
15,91.21968822339261,25.055399699489293,41.34926485586276,0.6399999999999999,0
16,91.21968822339261,23.792964445163175,41.111100205014715,0.6299999999999999,0
17,91.21968822339261,29.97896257516369,43.32539060769971,0.6199999999999999,0
18,90.91968822339261,32.04246502614931,43.32491153240927,0.6099999999999999,0
19,90.91968822339261,35.14297891228079,42.96217090192836,0.5999999999999999,0
20,90.91968822339261,38.916567335673854,44.16950951805635,0.5899999999999999,0
21,90.72324619773175,41.03445159468919,44.22383660454024,0.5799999999999998,0
22,90.96324619773175,39.83549548206765,43.94138010593074,0.5699999999999998,0
23,90.96324619773175,36.242168769463696,43.67805439574744,0.5599999999999998,0
24,90.96324619773175,38.38384085162445,43.73488852567437,0.5499999999999998,0
25,91.03968822339262,33.66976360152445,43.485615591795074,0.5399999999999998,0
26,90.96324619773175,30.021426021875484,42.631213948114215,0.5299999999999998,0
27,90.91968822339261,30.99117413512071,42.31974584256954,0.5199999999999998,0
28,90.91968822339261,30.784541457322558,42.27635771318638,0.5099999999999998,0
29,90.91968822339261,33.92044635464436,43.74130901712812,0.4999999999999998,0
30,90.90324619773175,26.93565684914137,41.29163245592581,0.48999999999999977,0
31,90.90324619773175,29.86862302550233,42.3518757761615,0.47999999999999976,0
32,90.79968822339262,28.880942970604465,42.1345832398031,0.46999999999999975,0
33,90.79968822339262,28.471432191064444,42.27548913559978,0.45999999999999974,0
34,90.91968822339261,32.814180669338676,43.34358008404487,0.44999999999999973,0
35,90.91968822339261,33.257200254986714,42.163883406683446,0.4399999999999997,0
36,91.1596882233926,32.49180236594878,42.73686824711544,0.4299999999999997,0
37,91.1596882233926,26.912116411932683,40.85313809910053,0.4199999999999997,0
38,90.91968822339261,28.35314293708012,42.239649014849924,0.4099999999999997,0
39,90.91968822339261,32.99881308374935,42.52280316356849,0.3999999999999997,0
40,90.91968822339261,35.22906245193138,42.63393428167054,0.3899999999999997,0
41,90.85968822339261,34.367169116955395,43.12338719722233,0.37999999999999967,0
42,90.91968822339261,38.839748095424994,43.226673728255705,0.36999999999999966,0
43,90.96324619773175,38.06716281680546,42.75046849380922,0.35999999999999965,0
44,90.96324619773175,36.6773471918315,42.630527147384356,0.34999999999999964,0
45,90.96324619773175,36.4034272362379,42.81710369047814,0.33999999999999964,0
46,90.96324619773175,33.22638219211072,42.39078772636074,0.3299999999999996,0
47,91.09968822339262,34.09117916242763,42.96149269839519,0.3199999999999996,0
48,91.09968822339262,31.27745107615894,42.393061952881965,0.3099999999999996,0
49,91.1596882233926,35.7316920329128,43.53510866707453,0.2999999999999996,0
50,91.09968822339262,36.12280242812182,43.333881153324896,0.2899999999999996,0
51,91.03968822339262,38.79262240686225,43.34587789648568,0.2799999999999996,0
52,91.03968822339262,40.7024878451649,43.496284319881006,0.2699999999999996,0
53,91.09968822339262,40.210881139248954,42.51779764159354,0.25999999999999956,0
54,91.09968822339262,38.446925334058015,42.5552604777018,0.24999999999999956,0
55,91.21968822339261,38.02103294127834,43.728092041470795,0.23999999999999955,0
56,91.21968822339261,41.01123573734878,43.701209609761875,0.22999999999999954,0
57,91.33968822339261,38.52107996914885,44.00878341359334,0.21999999999999953,0
58,91.33968822339261,39.995863716208746,44.51328871680282,0.20999999999999952,0
59,91.22400818918017,39.06830760787917,44.4542449699749,0.1999999999999995,0
60,91.21968822339261,40.63305434732217,44.20716783163307,0.1899999999999995,0
61,91.21968822339261,44.10068974116387,44.017589953964944,0.1799999999999995,0
62,91.21968822339261,47.204392849686066,43.409016477220945,0.16999999999999948,0
63,91.21968822339261,45.751047595010675,43.87719872834537,0.15999999999999948,0
64,91.33968822339261,50.27174835537079,43.51627404305784,0.14999999999999947,0
65,91.33968822339261,53.0342884317856,43.234355377214996,0.13999999999999946,0
66,91.33968822339261,56.97522696224,41.35367401598449,0.12999999999999945,0
67,91.21968822339261,56.23428255645699,41.54833041807739,0.11999999999999945,0
68,91.21968822339261,57.40363067420265,42.022029844822406,0.10999999999999946,0
69,91.21968822339261,62.406499284745344,40.855408910217925,0.09999999999999946,0
70,91.21968822339261,64.28471574292067,39.58919346080797,0.08999999999999947,0
71,91.31598249381268,63.13549863221798,40.14095276205814,0.07999999999999947,0
72,91.31959913428288,68.06574539590079,37.682753042552896,0.06999999999999948,0
73,91.31598249381268,70.78413639597203,35.69568608545598,0.05999999999999948,0
74,91.32322890233345,70.82150870866693,36.34113000583403,0.049999999999999475,0
75,91.32322890233345,74.93899492528908,33.42605908249325,0.039999999999999473,0
