gen,best_fit,mean_fit,std_fit,best_prob,mean_prob,median_prob,std_prob,doomsday
0,21.54041448585584,-4.021152786081196,6.041212408519851,0.6600234271245596,0.401702555450564,0.3944507416003896,0.2352723630285225,0
1,91.49061166337202,8.055661993590347,26.051084795861172,0.7264664665748914,0.396427069295899,0.4027949880548922,0.2376586594315874,0
2,91.49061166337202,26.29663650017414,39.083070897696906,0.3230774501164199,0.44537899249815477,0.48419177132395363,0.23774047051213493,0
3,92.41821644970791,36.04609698795705,42.94356195769527,0.34844440315426845,0.46299733809778276,0.48419177132395363,0.22809988931920883,0
4,92.64704041507838,39.336267608196245,44.38399444190312,0.743478354940243,0.43797338529296886,0.43085091739345766,0.21326423193419597,0
5,92.45124010962184,35.783073296977115,43.74834813108573,0.46798356085374354,0.4427857328583298,0.445750555086622,0.19773736543983583,0
6,92.79605369405454,40.24737514661598,44.276197912574474,0.6179896780365521,0.4137071915720206,0.4037698032475665,0.19643007003481097,0
7,92.69061166337202,44.77553378718563,44.279916931992474,0.763478354940243,0.39070412321835146,0.38055084429972197,0.1889819728793438,0
8,92.81821644970792,47.73978294243609,43.9803681393742,0.46038837609855576,0.3946331138156854,0.38055084429972197,0.1856553922118411,0
9,92.64704041507838,44.36472702840246,44.229239409118556,0.42705281731896383,0.3871843370506288,0.3944062300925074,0.17254645822507586,0
10,92.80150296873417,46.99357929529024,43.861291292184,0.3381683174580895,0.37126759355129185,0.3668423286816031,0.16774501305394984,0
11,92.80150296873417,49.1040459991889,43.67021835138442,0.3381683174580895,0.3571617218421858,0.3626641332870863,0.15190080125718167,0
12,92.64704041507838,53.766644326264974,43.154592914427575,0.40328868279659025,0.3413664229745099,0.3431900188447773,0.15765755781385157,0
13,92.79605369405454,63.112272554218045,39.462668799638706,0.48841202653153704,0.3023801106693343,0.3092549143569126,0.1463093376350421,0
14,92.79605369405454,66.21994557268484,36.7011706021598,0.48841202653153704,0.2999870964160725,0.2881373464655138,0.1494862192439762,0
15,92.79605369405454,70.68802842972643,31.758343617233596,0.48841202653153704,0.2744526657568884,0.2681104199069848,0.13663145856787376,0
16,92.79605369405454,72.11734185517032,30.76094970893488,0.48841202653153704,0.27168534484049933,0.2622724196210201,0.13952424066720523,0
17,93.40956741322127,73.61544237622384,29.894873507551758,0.48841202653153704,0.26447461003693973,0.22863394042459279,0.13145187960750845,0
18,93.40956741322127,73.84627581778523,29.871424522458803,0.14574548314208002,0.2669105854878538,0.22874988494942217,0.13151099238292369,0
19,93.40956741322127,73.92957201616314,28.814936309971102,0.48841202653153704,0.29556899201103437,0.27135140549464365,0.14506775854864568,0
20,93.20278772623588,74.46622383631772,27.11262736475858,0.312423126008075,0.31989144343601017,0.313080503286191,0.15768192332113987,0
21,93.20278772623588,71.20335684357487,29.7367356428996,0.4617798912961657,0.31136735821803074,0.3040321159455604,0.15298706442807922,0
22,93.40956741322127,74.09912840503033,28.09477153020686,0.4617798912961657,0.28600790980038826,0.266311314544487,0.13851144556187014,0
23,93.40956741322127,71.0251485030819,31.827886499993777,0.4617798912961657,0.27839584976019655,0.24170214833563936,0.1411092390662313,0
24,93.20956741322127,69.28676595338887,33.912405715046624,0.16903166083943572,0.2658985938638253,0.23778984805784162,0.13339476794651156,0
25,93.40956741322127,68.55807719932656,34.21674074288763,0.14079718405977407,0.2377816997632471,0.19656575191886444,0.11960603466794302,0
26,93.40956741322127,74.3261486383524,29.666416530424023,0.13581632071614702,0.19241446160884454,0.15684755387337268,0.1025007525352155,0
27,93.40956741322127,76.10581598441796,28.998591689024995,0.23283878741731584,0.1742322839395289,0.1502339542792152,0.08763508011214492,0
28,93.40956741322127,75.44367713508737,30.496187889543066,0.07167155278880344,0.16987340357974,0.14682498492240795,0.07627392398853869,0
29,93.40956741322127,74.87225526930078,31.54400042432737,0.14700275927455056,0.17080834212031504,0.14697863657036314,0.07596480856165133,0
30,93.40956741322127,73.48001694791083,32.81511902576886,0.23283878741731584,0.1762826030268776,0.15221584784661368,0.07229419788913628,0
31,93.40956741322127,71.60252926413362,33.83788165595222,0.1541739300000893,0.18012484459753814,0.14962542859384836,0.09539201184729312,0
32,93.40956741322127,72.84644584853719,33.2785960746606,0.1541739300000893,0.18805767422270625,0.15009582771873398,0.11017778687470103,0
33,93.40956741322127,74.99282520289466,31.594848539917336,0.14009304969572178,0.17934762597369566,0.14742778793091316,0.08952520847066801,0
34,93.40956741322127,75.43953494577723,30.696076116589225,0.17384014435439593,0.1924901496020285,0.14841121471138288,0.10150628073884246,0
35,93.40956741322127,75.66951056771163,30.6017235794354,0.23550800753339254,0.18863046822313134,0.14715012109698467,0.1013709941124524,0
36,93.40956741322127,76.04652268273328,30.046220684723828,0.08705452493245597,0.1791560001707749,0.14689371884916796,0.08699756110057907,0
37,93.40956741322127,79.35146421863244,25.61608282800179,0.14781049882437036,0.1873064318865848,0.14689371884916796,0.10409125307082132,0
38,93.40956741322127,78.50479692402402,25.80892771229218,0.4507857628057866,0.1939047174803691,0.14624573414037995,0.1101631971292675,0
39,93.40956741322127,79.54981700770512,23.809736263876285,0.3250874406412236,0.21061108830641337,0.14781049882437036,0.11356090480768191,0
40,93.40956741322127,79.61622099475738,24.159519687622947,0.1422003419418146,0.20388528451500523,0.14613172911122424,0.1154791117762173,0
41,93.40956741322127,78.62125247395704,25.818958550169523,0.1291303908509725,0.19331039430223557,0.14289764963858326,0.10743600972298943,0
42,93.40956741322127,78.53497040306387,26.482042533991635,0.12684720868728028,0.1783591953490996,0.14004554372448133,0.10940507108244948,0
43,93.40956741322127,78.50344082621355,26.659201941459298,0.1421292754272815,0.16749121847567863,0.13732772503023827,0.09719140182448933,0
44,93.40956741322127,79.70540261749244,25.796574822701604,0.13076293704269693,0.15452909416717342,0.13554432938687436,0.07413383419316222,0
45,93.40956741322127,81.43576154251569,22.51269221110837,0.13862589237437944,0.15383777824479317,0.13523520158160768,0.08146125693139569,0
46,93.40956741322127,79.69276447776814,24.706627707030062,0.12691246146010415,0.14837027676792347,0.13428627816060706,0.07097796229724466,0
47,93.40956741322127,78.36105155405146,26.92234244438633,0.1440910714717894,0.1475421773227009,0.13424329238693056,0.07715669146586868,0
48,93.40956741322127,76.53266542323891,29.330075903176915,0.14246930432500793,0.14657848387191946,0.13418476131083446,0.07284125036224404,0
49,93.40956741322127,74.52916809925992,31.654050524960866,0.1425573700402207,0.14899956723652927,0.13450177578669242,0.07075064523368972,0
50,93.40956741322127,78.63917476826255,26.827976088165308,0.1353166866379626,0.14773122762994043,0.1361541122799672,0.06302483348766438,0
51,93.40956741322127,79.57153861476753,26.269553065654915,0.13567649225489004,0.14931016371651015,0.13627596258868807,0.0752445988019611,0
52,93.40956741322127,77.22921855258318,29.31462953520746,0.12422866004722445,0.14605145451312898,0.1363719533873987,0.06953106577117137,0
53,93.40956741322127,77.9971072205652,27.514919118033273,0.13716492097128075,0.1442429593081616,0.1363719533873987,0.05565679028699346,0
54,93.40956741322127,79.5063067576978,25.95709225353647,0.12627745472154067,0.15100485446191456,0.13664588824025115,0.07168653226836623,0
