gen,best_fit,mean_fit,std_fit,best_prob,mean_prob,median_prob,std_prob,doomsday
0,21.61550493721091,-3.5456953821466275,6.819287786461521,0.2981200444293249,0.3887132830510232,0.38020015042082145,0.21983204350379532,0
1,92.64704041507838,11.57794189402065,29.750488250419735,0.01,0.38143623569935925,0.3593490123025586,0.21190819428414304,0
2,92.64704041507838,30.089792552186815,40.0732336257672,0.01,0.34959181014512347,0.32516884205014573,0.21262469692356026,0
3,93.13193985886487,41.8225307502322,43.2132232121762,0.03273305051592002,0.27672651156547784,0.2467471007399057,0.20816556279168613,0
4,93.13616819497439,59.87770288561658,40.83559697577478,0.021396192886489585,0.16409777742190734,0.07951427730926139,0.18961645122359766,0
5,93.37504998251859,69.52032756312964,36.02389367635597,0.08006890306067424,0.09926473498734822,0.021396192886489585,0.16301656197404815,0
6,93.33616819497439,71.0038357629034,33.85262509136738,0.021396192886489585,0.07153776338309524,0.021396192886489585,0.137788473974294,0
7,93.33616819497439,76.97902308249529,29.25324528441502,0.01571920972858336,0.045814879528579766,0.020682204131462323,0.10591442963636542,0
8,93.33616819497439,81.9101053420235,23.47326945436082,0.018889199524372367,0.033445010982028824,0.021396192886489585,0.0750789706063131,0
9,93.88801221164346,81.49405053565819,22.547925339038926,0.022973315150829655,0.031079973009245084,0.02064753907875325,0.06277355416203677,0
10,93.89405452609942,84.72676942534599,18.13559191414046,0.025800446835757773,0.023868003153035097,0.019565168019263435,0.03474350715498052,0
11,93.89405452609942,86.32155902957771,16.265392842620184,0.025800446835757773,0.022620565776437684,0.018889199524372367,0.03356947951887508,0
12,93.89405452609942,87.68176054310105,16.389376544895914,0.025800446835757773,0.02261401876000221,0.018315962350918716,0.04010797663496125,0
13,93.91859563501554,89.33255666503932,13.640551930344989,0.025800446835757773,0.025339820651915302,0.018275131780526546,0.05970652036267233,0
14,93.92482618476618,88.63411198896637,14.948209013601481,0.021239855812037765,0.021925319502351683,0.019238648178186796,0.034323152261003735,0
15,93.92482618476618,85.0771001991952,22.191030302073344,0.025072009121232093,0.021362104329935405,0.02130376135982606,0.0034742153143563132,0
16,93.92482618476618,87.0826041541996,17.72846307194859,0.025072009121232093,0.02404713697056139,0.023519777727404784,0.015014534076683796,0
17,93.92482618476618,84.96547352510346,21.193272590309256,0.02462790204270269,0.02775021553617305,0.02434342760134689,0.04340165681714534,0
18,93.92482618476618,85.54485058984062,19.633405586640098,0.02468402588029412,0.028166494871773272,0.02419438112677935,0.043473355012833594,0
19,93.92482618476618,83.37962916691974,22.149264790954664,0.025214154993250706,0.02516619953455366,0.024062130460422777,0.013470019265507439,0
20,93.92482618476618,83.76049430030002,22.080222401094908,0.011239855812037765,0.02605145439013897,0.023989231775828637,0.03641583252099636,0
21,93.92482618476618,84.44557210930657,20.583678751128872,0.020259846275566096,0.024851605718840666,0.02333290708867116,0.03616461197026672,0
22,93.92482618476618,85.23058624545655,20.492662711840932,0.018115985290741793,0.025963894693716943,0.022389605268980442,0.046556564314865774,0
23,93.92482618476618,85.56268885241337,19.529072010774325,0.019072822321296472,0.02513623890462072,0.02194333341296051,0.03623744200404369,0
24,93.92482618476618,85.98764870365301,19.504240202246592,0.01873126668489657,0.025292808105498332,0.021748537092078538,0.04434430251534509,0
25,93.92482618476618,84.02323183700598,22.675355727386023,0.02276009445995211,0.033380177008203366,0.021763705840516775,0.08032606853052468,0
26,93.92482618476618,83.17166303174174,25.119308564853394,0.0232511903962679,0.03657558492061009,0.02163048393176491,0.09249992256429997,0
27,93.92482618476618,83.03817066940603,25.383716197980835,0.021939679710545924,0.03372930122168571,0.021536925425543647,0.07407211954444323,0
28,93.92482618476618,84.17232708849086,22.766691753480114,0.01953782303642082,0.034963383030234114,0.021304627148851445,0.07775980087349223,0
29,93.92482618476618,86.70044558059165,17.723137937538567,0.022197478839005212,0.030695540912758026,0.021143878967226675,0.06087893336693725,0
30,93.92482618476618,85.59428082760503,19.51280434521882,0.01911634635873752,0.03349712642707132,0.02101450407813052,0.06871785812202019,0
31,93.92482618476618,85.79550993938825,19.466714299502726,0.011696452383634601,0.02912709440121205,0.02098648006764904,0.05413691789149618,0
32,93.92482618476618,88.39961356010062,13.796379450403165,0.011696452383634601,0.02779440616067594,0.020690779487349396,0.04332851089604141,0
33,93.92482618476618,88.33004531574002,15.491793087648004,0.020222666529673465,0.025707189229935777,0.02039132534399611,0.0376730477010586,0
34,93.92482618476618,88.05971923601952,16.078230852200086,0.02051424840221153,0.025823000263499544,0.02021571557120959,0.033407500977329536,0
35,93.92482618476618,88.2464323990083,16.44366930329173,0.01822675649136484,0.02764269685019567,0.020004826953780933,0.055921117284279585,0
36,93.92482618476618,87.16756740799424,18.205711945873677,0.02087459036631841,0.027756612506683376,0.019144614994873643,0.06322906806976349,0
37,93.92482618476618,86.97291277459937,17.713514109487036,0.020142735509088017,0.031228481613339104,0.018873710173779625,0.07048378128655411,0
38,93.92482618476618,88.82408980610168,13.620437875922702,0.013636422616481597,0.02446067648032752,0.018638234580804797,0.052806711865963536,0
39,93.92482618476618,87.5857147353469,16.47698690260989,0.01776126423363523,0.028594505884851906,0.018562795972741273,0.0752243375389009,0
40,93.92482618476618,88.30900022931358,13.98231832330651,0.010909105654120399,0.02494211187650344,0.01826371994806759,0.05460496125628993,0
41,93.92482618476618,87.91973053343352,14.191440778685754,0.019558193375593582,0.020464136774410672,0.01828253908553611,0.023825884924616035,0
42,93.92482618476618,88.65404353601261,11.758018068521983,0.01826500675409618,0.02130840718010804,0.0182090571873546,0.03738093579869491,0
43,93.92482618476618,86.73915581625549,18.980551982411825,0.01668035425778984,0.0186671042572822,0.01779222655443644,0.013422306538933573,0
44,93.92482618476618,86.41208980913764,20.683508332203544,0.016740493177364972,0.017759350907084918,0.017735642663689162,0.00458544285451157,0
45,93.92482618476618,88.30400112673519,16.748682530246214,0.01661051547185696,0.018515466292843053,0.017634443779554143,0.015164649809004189,0
46,93.92482618476618,88.10832580211299,15.723752579579475,0.017010769374766876,0.018577963584099254,0.017684522588525684,0.01513142394023831,0
47,93.99605369405454,86.97409328636068,17.873645521035247,0.01756947536003516,0.019356583430174955,0.017536262781376932,0.02680058595751801,0
48,93.99605369405454,87.85403037783706,15.904381571108688,0.01756947536003516,0.017170417120304055,0.01753153151211341,0.0014305821296343797,0
49,93.99605369405454,87.38187957039042,17.02964963296936,0.018492283563558427,0.019723739539584135,0.01753153151211341,0.03223634597817496,0
50,93.99605369405454,88.44579262470353,14.243407109394747,0.017468282932757546,0.022418129993924712,0.017586848544990423,0.05458114207281604,0
51,93.99605369405454,88.58512232357008,14.557207200704303,0.017427418809170238,0.01997430910330892,0.017655336543645903,0.032212185608684975,0
52,93.99605369405454,86.57516194496905,20.09944513785244,0.017780572441672353,0.023328941637431738,0.017705314182163017,0.05298433034553325,0
53,94.00278772623588,83.93410244040874,25.028545277092586,0.017724944574714477,0.019018843007775187,0.017714480605835956,0.019543594923663418,0
54,94.00278772623588,85.37270105414855,23.09407950490046,0.017724944574714477,0.020142345744775466,0.017726202442986366,0.02717329863438131,0
55,94.00278772623588,88.41477382858587,17.12629199056731,0.01808214770774772,0.020232297975720438,0.017766211412159765,0.027155133482900978,0
56,94.00278772623588,86.37002884391705,19.85405751712179,0.01788345190936936,0.021283149517042504,0.017776521959064612,0.02927678613874532,0
57,94.00278772623588,85.11883184757079,23.19356520218423,0.01788345190936936,0.02372547602912597,0.017798885574729507,0.03427049314771605,0
58,94.00278772623588,87.09534169198244,19.827806867209137,0.017800579394122752,0.025992459012279957,0.017808896651030158,0.04801488269521604,0
