gen,best_fit,mean_fit,std_fit
0,16.26184687496497,-5.1024954083042875,3.627401745180284
1,24.381882511849497,-4.649025415247744,5.218705985910071
2,24.381882511849497,-4.228525893408485,5.5830782514271124
3,24.381882511849497,-2.8981793959185365,6.7486269812914665
4,28.030756583591486,-2.739717400120481,7.04384008783015
5,28.030756583591486,-1.7909593301257274,7.749479768761845
6,28.030756583591486,-2.057521481921448,7.370786359432079
7,28.030756583591486,-0.8274877877976315,7.920886656632283
8,28.030756583591486,-0.45544332608262666,7.755254839282415
9,29.071935346518224,-0.18664607111426612,8.444155001591547
10,29.071935346518224,0.850682139602558,8.297593477028643
11,29.071935346518224,1.6558908172782705,8.44515276066194
12,29.071935346518224,1.229521201207194,8.398268872435066
13,29.071935346518224,2.967935794627422,9.120811087299776
14,29.071935346518224,4.685506274907571,9.547247128045559
15,29.071935346518224,5.1564813775077,9.9008202701919
16,29.071935346518224,5.229243463905481,9.524829969036766
17,29.071935346518224,6.935412938408871,9.187294825100599
18,29.071935346518224,6.932544529894259,9.585291279323666
19,29.071935346518224,7.922278580094045,9.103537175565224
20,29.071935346518224,9.411764979797534,8.421913172448605
21,29.071935346518224,8.479000659630172,8.443554135840932
22,29.071935346518224,8.868544904403423,8.509194693555168
23,29.071935346518224,9.025540739166962,8.657789046579534
24,29.071935346518224,9.205212322235084,8.757047517083357
25,29.071935346518224,8.901771734029033,9.0380925973153
26,29.071935346518224,9.296927738925582,8.623140353630243
27,29.071935346518224,10.494575385096963,8.07636136010898
28,29.071935346518224,10.931212791849777,7.6586864641560854
29,29.222895515718506,10.947929701474346,8.52591528049581
30,29.222895515718506,10.526254743000086,8.00175807658392
31,29.222895515718506,10.439996579486978,8.219091736837736
32,29.222895515718506,12.273318999394355,6.785257672175025
33,29.222895515718506,12.576526957192687,6.665042119394948
34,29.222895515718506,12.983351781302394,5.737745628582173
35,29.222895515718506,13.673101639420542,5.134750202612206
36,29.222895515718506,12.095512062528583,7.402609224492138
37,31.174783476320215,12.17300047902542,8.156553852567022
38,31.174783476320215,11.64871071453581,7.879634006310861
39,31.174783476320215,11.234948114651601,8.327505990192181
40,31.174783476320215,11.080664228306805,8.376796298806617
41,31.174783476320215,9.455580384969121,9.429229095389475
42,32.16407774364253,10.196515482618773,8.7028813552483
43,33.7900782213658,10.791351103556503,8.70838985362156
44,33.7900782213658,11.524860977875164,8.276357929312141
45,34.23364999478676,11.429288734554195,9.235461789087497
46,34.23364999478676,11.925950592904313,8.101603471622258
47,34.23364999478676,11.040391038442442,8.703523246471008
48,34.23364999478676,11.47899347162596,8.296803733573928
49,34.23364999478676,12.13347676133431,7.903318979395187
50,32.154864153936934,11.295411366945896,8.200114271527568
51,37.65233908838733,10.689853674924407,9.063396828722304
52,32.154864153936934,10.638780242104126,8.98581498291155
53,40.17031443491139,11.127700127394451,9.312028720315515
54,38.72445287350588,12.568663580428696,9.470588435762716
55,36.9463857225032,12.150728109947117,10.613208266046636
56,32.575542366833005,12.057800229067901,8.62474602278134
57,46.721746938831906,11.85903035371223,8.672263585637308
58,46.721746938831906,12.23687680296261,9.297962739565385
59,46.721746938831906,10.835539427036974,8.911108317543858
60,46.721746938831906,11.480667362326644,8.028824531763393
61,46.721746938831906,10.943162461647596,9.588937599917381
62,46.721746938831906,11.4757950019026,10.255574945764195
63,36.07369821890437,10.778837784680533,9.487614336709678
64,36.26471140675008,11.906834295004959,9.851175341434972
65,39.087539208666584,11.899203923232971,9.836845454196546
66,55.63110011933169,11.369998457933809,11.881815168472933
67,40.11056685016293,10.663432272732228,11.503633089759967
68,36.86306017504849,11.949959828822287,10.37425728452652
69,42.89456569612696,13.276304606754058,11.106810762618688
70,48.01764513769048,13.083427220440166,11.254793751883115
71,48.060406491019734,13.194060389426065,11.389947966552501
72,38.43737762904443,11.550494186101638,11.265304892887427
73,46.68202475225503,11.000646119646536,10.417297746986296
74,36.26471140675008,10.654318573388469,10.531432857330644
75,36.26471140675008,11.022857634646787,9.315819827200576
76,36.26471140675008,9.784495573457297,9.84739254806423
77,41.322111539992235,9.866662675663935,10.763082519416512
78,41.322111539992235,9.234538632229643,10.943104037170874
79,41.322111539992235,8.839598988061965,11.026630500580303
80,41.322111539992235,8.863646115158838,10.948058215962146
81,45.998640838082906,12.22943893987167,12.296713566901872
82,45.998640838082906,11.764044312937147,11.69451899273921
83,45.998640838082906,11.21261238897982,10.728229009156633
84,41.279013690682504,10.493455410832569,10.21376401816593
85,41.279013690682504,11.281121532689344,10.412036189913906
86,44.87543495685013,12.214180263762103,11.087328261308375
87,43.4073648467848,11.416627866986053,11.347724746666193
88,41.279013690682504,9.73781892091947,10.33484143568913
89,41.279013690682504,10.746796566791447,9.059658892070356
90,41.279013690682504,10.62702508844021,10.614139375750913
91,41.279013690682504,10.510760940395722,11.506703375073712
92,41.279013690682504,10.142589171885525,11.017518978005253
93,41.279013690682504,9.727895949419356,10.24702943838246
94,41.279013690682504,10.010859856846778,9.532772618032878
95,41.279013690682504,9.857805804153863,9.845499304908456
96,41.279013690682504,10.847557496846873,10.815693151018976
97,41.279013690682504,11.280289990072674,11.3982776110634
98,41.279013690682504,10.62969651755409,9.640717072506597
99,42.163598586136416,10.711978693353565,9.300393351525257
100,41.279013690682504,9.227155446396376,10.167155526908346
101,41.279013690682504,9.999958608885771,10.726929399630523
102,41.405266270856096,11.013767216471638,10.869215373846956
103,41.405266270856096,12.58882907338988,10.080855422227858
104,41.405266270856096,12.414634460657888,9.932273120225613
105,41.405266270856096,11.046892725737937,9.388188813762273
106,41.405266270856096,12.153833403509147,8.800086681059293
107,41.405266270856096,9.356917151178994,11.672114766537815
108,41.405266270856096,11.862681104209598,12.157600551488075
109,49.18503092402305,9.863264169646076,12.287056071602267
110,41.405266270856096,10.81504649495026,12.222703287766752
111,41.405266270856096,9.660847846044927,11.901370269996832
112,41.405266270856096,9.315052071384546,11.830693720395617
113,41.405266270856096,8.518977400090645,11.317315331704744
114,46.37297238901206,9.624173807692129,12.409980384171767
115,46.37297238901206,11.10856086259509,11.781849068228267
116,41.405266270856096,9.352527570576761,11.064329871266386
117,41.405266270856096,10.285525161957656,11.073499768969752
118,43.137827511310306,9.819078202869202,11.077219240721918
119,43.137827511310306,9.05322306715105,10.621129800626406
120,43.137827511310306,12.32813567185482,10.797303717036208
121,43.137827511310306,11.642250288343591,10.888040659140183
122,43.137827511310306,13.029184267149374,11.059902627816221
