gen,id,enemies,best_fit,mean_fit,std_fit
0,start,2467,21.127180712496784,-2.7361413487510746,7.4721484961403855
1,start,2467,21.127180712496784,-2.98930876634478,7.700089206217209
2,start,2467,34.797244707490734,-1.546943311000637,9.533116289636155
3,start,2467,38.64320682957242,0.4982288184243977,11.129828145273613
4,start,2467,38.64320682957242,0.762884059642025,10.785508313809038
5,start,2467,38.64320682957242,1.9903907896802135,11.428732426847045
6,start,2467,38.64320682957242,2.576269317894114,11.604927287135856
7,start,2467,38.64320682957242,3.7647895091898094,11.487835765736031
8,start,2467,38.64320682957242,4.044045255436954,11.568341857724654
9,start,2467,38.64320682957242,6.265219877148536,12.344080808253427
10,start,2467,38.64320682957242,6.580422999512612,11.750608420875851
11,start,2467,38.64320682957242,9.374490561496545,11.362917712332262
12,start,2467,38.64320682957242,12.383275603473898,11.348936293794402
13,start,2467,38.64320682957242,13.118056932218161,11.475038902608667
14,start,2467,38.64320682957242,13.634520089977508,11.472167119058453
15,start,2467,38.64320682957242,14.775031771956208,10.632770816008948
16,start,2467,38.64320682957242,13.354832574602725,11.417421025423208
17,start,2467,38.70458204441077,14.487884863877605,10.735098185914925
18,start,2467,43.60336490830292,14.601625188811932,11.348645380136317
19,start,2467,43.60336490830292,13.667608429190498,11.32636204092908
20,start,2467,43.60336490830292,13.299399173716512,12.649524168363268
21,start,2467,43.60336490830292,14.501240815761626,11.799654976091604
22,start,2467,43.60336490830292,15.375521541303694,11.569564965388517
23,start,2467,43.60336490830292,13.666130067847922,12.049082343289017
24,start,2467,43.60336490830292,13.339229436367761,12.361621638512457
25,start,2467,43.60336490830292,14.819547358190405,11.843635778976758
26,start,2467,43.60336490830292,18.12245126134538,10.295226260951527
27,start,2467,43.60336490830292,17.40092476997099,9.736989882588384
28,start,2467,43.60336490830292,16.803614653569916,10.328895333144674
29,start,2467,43.60336490830292,17.575160786192036,10.79785500671141
30,start,2467,52.733001171430416,18.1483898715014,11.67261256416364
31,start,2467,52.733001171430416,17.696934011581153,11.717466210436744
32,start,2467,52.733001171430416,18.14837777212766,11.456231317488193
33,start,2467,52.733001171430416,17.745538182494105,11.386162411903603
34,start,2467,52.733001171430416,16.31853161898317,10.77878503068013
35,start,2467,52.733001171430416,15.212270044609538,11.842465332459346
36,start,2467,52.733001171430416,15.403171957383035,11.412103162464708
37,start,2467,52.733001171430416,15.647078121642512,10.72794130785724
38,start,2467,52.733001171430416,14.196842574131276,11.710623567861681
39,start,2467,52.733001171430416,16.97877602625619,9.497429381821368
40,start,2467,52.733001171430416,17.584113570949427,9.800358902799706
41,start,2467,52.733001171430416,15.99928257543981,11.29093741742691
42,start,2467,52.733001171430416,16.236762657001382,10.928762849099758
43,start,2467,52.733001171430416,16.65915871269447,10.595301326270087
44,start,2467,52.733001171430416,15.743329260702062,11.975735162191121
45,start,2467,52.733001171430416,16.563531973510706,11.857671652670557
46,start,2467,52.733001171430416,15.442448036354767,12.448440508327389
47,start,2467,52.733001171430416,16.26893999429971,11.552244551181836
