gen,best_fit,mean_fit,std_fit,prob,doomsday
0,21.58389959779558,-2.0242090288647074,7.888883273160932,0.79,0
1,89.38254710353533,7.416691725231356,26.450261247118185,0.78,0
2,89.53968822339262,19.031317243208584,36.592842858515105,0.77,0
3,90.08661051127251,25.50021059766846,40.71097956208702,0.76,0
4,90.55968822339261,27.216588791304027,41.58757179458617,0.75,0
5,89.35092391510481,29.649658952863405,42.597658300160255,0.74,0
6,90.24322890233346,29.814637636937782,42.853199722914816,0.73,0
7,90.24322890233346,28.504846788508573,42.679973404913426,0.72,0
8,90.24322890233346,30.130966408317885,42.80883497000447,0.71,0
9,90.24322890233346,33.587207541709915,43.73101065841007,0.7,0
10,90.20661051127252,25.449807085907924,41.87452536932721,0.69,0
11,90.08661051127251,30.352309400276898,42.77109042446218,0.6799999999999999,0
12,90.13968822339261,25.792154483339026,40.90886078877718,0.6699999999999999,0
13,91.4119398588649,33.62666251084828,43.356316663888016,0.6599999999999999,0
14,90.85968822339261,29.964807048761305,43.080699769269906,0.6499999999999999,0
15,90.79968822339262,31.027129877801606,43.00813059697413,0.6399999999999999,0
16,90.49968822339261,28.8913515255958,42.33011154010022,0.6299999999999999,0
17,90.49968822339261,30.230461983647995,42.776666166018714,0.6199999999999999,0
18,90.91968822339261,33.08665252608109,43.26828776001781,0.6099999999999999,0
19,90.91968822339261,35.79309724705542,43.88473974628235,0.5999999999999999,0
20,90.91968822339261,31.28384016494954,43.328840189802364,0.5899999999999999,0
21,90.91968822339261,28.778384763620966,42.45631004621152,0.5799999999999998,0
22,90.79968822339262,30.38961598438698,42.67982644839815,0.5699999999999998,0
23,90.91968822339261,38.28082625261005,43.79316543724332,0.5599999999999998,0
24,90.91968822339261,42.10879747968225,43.59817584562463,0.5499999999999998,0
25,90.91968822339261,35.611063728717106,43.431203257714785,0.5399999999999998,0
26,90.79968822339262,33.489139081761195,43.09584255816081,0.5299999999999998,0
27,90.67968822339262,32.9988169219155,43.062485143899686,0.5199999999999998,0
28,90.67968822339262,34.980056023990926,43.41976985373631,0.5099999999999998,0
29,92.13679627126204,37.01382499836493,43.61085986283113,0.4999999999999998,0
30,92.13679627126204,39.733090055054966,43.30747070555721,0.48999999999999977,0
31,92.13679627126204,36.953044074073425,42.93948055020565,0.47999999999999976,0
32,90.91968822339261,33.18376062523297,42.79075590285616,0.46999999999999975,0
33,91.21968822339261,31.863908991839466,41.80161803269764,0.45999999999999974,0
34,91.21968822339261,34.49309544935873,42.70415709951055,0.44999999999999973,0
35,91.08324619773175,32.90900185225324,42.76660996177473,0.4399999999999997,0
36,90.90322890233347,36.1086117736509,42.693879542942476,0.4299999999999997,0
37,90.91968822339261,31.61653069933584,42.5333994577048,0.4199999999999997,0
38,90.91968822339261,32.31260792167896,42.444324120972404,0.4099999999999997,0
39,90.91968822339261,31.300253066127976,42.60041258233833,0.3999999999999997,0
40,90.91968822339261,33.185222158057435,42.53457990173118,0.3899999999999997,0
41,90.96324619773175,29.312520741135742,41.341451165061784,0.37999999999999967,0
42,90.91968822339261,30.067901508881913,40.66397429871018,0.36999999999999966,0
43,90.91968822339261,34.95697526779941,41.897671390918354,0.35999999999999965,0
44,90.91968822339261,38.46271646429629,42.5275965562523,0.34999999999999964,0
45,90.97968822339261,36.74079867649314,41.6386748789612,0.33999999999999964,0
46,90.96324619773175,35.37837011270539,41.78113089151262,0.3299999999999996,0
47,90.97968822339261,35.328345851077465,42.27698591817121,0.3199999999999996,0
48,90.92518926293742,34.37846972986134,42.22793590740503,0.3099999999999996,0
