gen,best_fit,mean_fit,std_fit
0,41.52766156803388,-0.5826994298972962,9.536810088500784
1,41.52766156803388,0.9895948814462697,10.121774563855961
2,41.52766156803388,3.256425505511885,11.2424460427934
3,41.52766156803388,4.531300696245334,11.748524587720752
4,41.52766156803388,4.839560190844142,11.438189808010462
5,41.52766156803388,4.982002322755608,10.857540599583347
6,41.52766156803388,5.95344195625985,10.463075575343032
7,41.52766156803388,5.319955114993294,10.68107976360101
8,41.52766156803388,6.687334418039179,10.765983716908499
9,41.52766156803388,7.507627217773883,10.652568572019057
10,41.52766156803388,7.823105185772102,10.68351349850001
11,41.52766156803388,8.689758591017844,10.427777319511133
12,41.938962541045,9.083180727105955,9.650882291669204
13,41.938962541045,10.609538854806537,9.814786097722763
14,41.938962541045,10.062959641163236,10.190359007578856
15,41.938962541045,10.67899964399242,9.991888323117335
16,44.77554085707491,11.569942402319214,10.483208181012126
17,44.77554085707491,10.8284557913155,10.926582426395738
18,44.77554085707491,10.485779613489433,10.704546273764638
19,44.77554085707491,9.994183496093493,11.321495273343958
20,45.38104133186337,11.463406113905204,10.944550973151106
21,45.38104133186337,10.943348683709653,10.390244840730658
22,45.38104133186337,11.76770220836854,10.11079156574782
23,45.38104133186337,11.426992677656632,9.658345105856988
24,45.38104133186337,11.973149332126065,9.238023997141402
25,45.38104133186337,12.558357565543833,9.16436796205244
26,45.38104133186337,13.469038707920985,9.239715498452657
27,45.38104133186337,13.111530562543555,9.127942835544532
28,45.38104133186337,13.019713603508881,9.905440007076542
29,60.11547032708065,14.071580403820528,11.344391696141468
30,60.11547032708065,14.043130669846857,12.39517826651013
31,60.11547032708065,14.997966474574037,12.645610664950897
32,60.11547032708065,14.92407561653238,11.597651797950288
33,60.11547032708065,15.06638598768366,11.84184559727516
34,60.11547032708065,16.95542951892801,13.542394235685254
35,60.11547032708065,16.716342545937184,13.389029917824221
36,60.11547032708065,15.424151870792521,13.430719065188837
37,60.11547032708065,15.142067786539853,14.242340159955033
38,60.11547032708065,13.983726071722124,13.289053349384913
39,60.11547032708065,13.280394319293315,13.22751122356727
40,60.11547032708065,14.801976468692576,13.195255502437064
41,72.29715415961006,15.543742115506705,14.439553026822244
42,72.29715415961006,15.56269193192011,15.071025601724136
43,72.29715415961006,15.437686028431717,14.358436453187258
44,72.29715415961006,18.009790044204415,15.043147147450728
45,72.29715415961006,13.327873243496171,13.849280786670676
46,72.29715415961006,12.306725745737271,13.621781145206208
47,72.29715415961006,12.767610197398131,13.127377292921082
48,72.29715415961006,13.41411610625132,13.314588884947595
49,72.29715415961006,14.195312847074119,12.986861103694336
