gen,best_fit,mean_fit,std_fit
0,25.324757130056295,-1.9287727672466903,8.546881584699264
1,51.35835568247644,0.07252407893356541,10.754793961387627
2,51.35835568247644,1.0790512555093383,11.116709208948155
3,51.35835568247644,1.3774356445176936,11.286947845596146
4,51.35835568247644,3.246182584114328,12.60526481870525
5,51.35835568247644,4.983214753365219,12.711196004576339
6,51.35835568247644,5.304929711012871,12.321817769729098
7,51.35835568247644,6.002469650682557,11.865190041806226
8,51.35835568247644,5.290001247357931,11.245396076755506
9,51.35835568247644,6.5394443017285395,11.517800465320047
10,51.35835568247644,7.893616036676438,10.807352812461987
11,51.35835568247644,8.405956576302579,10.342178147174915
12,51.35835568247644,8.889621034395427,10.090167080552202
13,51.35835568247644,9.898017195290313,9.583740669283982
14,51.35835568247644,10.382435300000491,10.069102933969386
15,51.35835568247644,11.968778496669989,9.500734688317422
16,51.35835568247644,12.310572009260278,10.036145878594821
17,51.35835568247644,11.941054972500863,10.54864661354227
18,51.35835568247644,14.175630541956318,10.528010777519391
19,51.35835568247644,14.573431207645708,10.797045321389763
20,51.35835568247644,13.478856858066411,12.223873043985137
21,51.35835568247644,12.730644083508997,11.411141912676758
22,51.35835568247644,12.49843726224587,12.047281549481081
23,51.35835568247644,11.535096307879233,11.178043572154365
24,51.35835568247644,11.61188742197279,11.313681501476806
25,51.35835568247644,12.032342177110177,12.103851996013537
26,51.35835568247644,13.254492712704128,11.547145181299566
27,51.35835568247644,13.339457619892466,11.295995690585407
28,51.35835568247644,13.318143888565194,12.219662987650642
29,51.35835568247644,16.303847868233053,10.389488922991799
30,51.35835568247644,17.386472712162828,9.380914512040546
31,51.35835568247644,17.20349123282124,9.888886340349831
32,51.35835568247644,17.568711380267708,9.811743649513014
33,51.35835568247644,15.315136681917995,10.302163337315674
34,51.35835568247644,16.1564072690646,10.134018446367763
35,51.35835568247644,16.912130407881634,10.035311465170958
36,51.35835568247644,15.857963687732566,10.809147015864337
37,51.35835568247644,15.928570134121252,9.872046999849456
38,51.35835568247644,17.435237308852983,9.63502333684994
39,51.35835568247644,17.166426100969574,10.279641392030173
40,51.35835568247644,16.13028384023282,11.115081671499233
41,51.35835568247644,15.170603503084495,11.276156334993948
42,51.35835568247644,14.984262366091004,10.788114445417994
43,51.35835568247644,15.591292752419676,11.222464684914968
44,51.35835568247644,15.275446155968405,11.2379924054293
45,51.35835568247644,16.30628521159238,10.720875843763755
46,51.35835568247644,16.214948476836426,11.9023326737473
47,51.35835568247644,15.644138350113458,11.769633143323553
48,51.35835568247644,17.006266059690553,10.354149725846023
49,51.35835568247644,16.52518145666875,10.89775841660473
50,51.35835568247644,18.183784504548747,10.908987611135291
51,64.27163690321932,18.613619103885217,12.455703754319336
52,64.27163690321932,20.531751970948736,11.805323802609468
53,64.27163690321932,18.388591195384016,13.635301557848647
54,64.27163690321932,19.48547919338814,16.011086583621644
55,64.27163690321932,18.766327358390328,19.070559213652945
56,64.27163690321932,17.888684867896476,14.929847756362372
57,64.27163690321932,17.979330508142127,13.857665346394283
58,64.27163690321932,19.29354767165787,13.471848733267894
59,64.27163690321932,20.2486120059305,14.5031748473585
60,64.27163690321932,19.11721354985395,15.96672879070946
61,64.27163690321932,16.449753485733876,14.583237921786049
62,64.27163690321932,17.41260514426789,14.508800258302045
63,64.27163690321932,18.075738676310785,13.383696192855432
64,67.85252442181357,19.030638344287787,16.980353500662606
65,67.85252442181357,17.965465705797747,16.492410084645932
66,67.85252442181357,17.301080489061977,15.35618244366497
67,67.85252442181357,16.389479274128743,14.523259370231466
68,67.85252442181357,14.591629520729715,14.1845829894073
69,67.85252442181357,18.62351750353458,18.793038523206505
70,67.85252442181357,18.96239624714346,16.36775568072474
71,67.85252442181357,18.258005941232877,16.829906991707247
72,67.85252442181357,17.944516366582196,14.825236088490536
73,67.85252442181357,17.483130370666096,14.76946673725788
74,67.85252442181357,22.852533357788275,16.853696594847367
75,67.85252442181357,19.915448290197627,16.540726724994222
76,67.85252442181357,17.96219751724331,16.516006506230905
77,67.85252442181357,18.431064703236412,15.065815501455054
78,67.85252442181357,16.509968343607515,15.407323420692729
79,67.85252442181357,19.373190963609424,17.648452080524883
80,67.85252442181357,21.48632754766821,19.272595790966168
81,67.85252442181357,17.371816832214623,15.541336185485983
82,67.85252442181357,16.906240036024453,15.421381995885158
83,67.85252442181357,16.2097763794232,16.556248022493797
84,69.74622389397204,17.840617017214914,17.796288921216238
85,69.74622389397204,18.75654464031077,17.08029073337664
86,69.74622389397204,16.239651043740707,16.43841698845718
87,69.74622389397204,15.883843297310158,15.27654648062515
88,69.74622389397204,15.920802837589035,15.71128621163594
89,69.74622389397204,21.26975690650876,18.151004627331677
90,69.74622389397204,21.94707091781378,18.08993590878704
91,69.74622389397204,18.507842573244183,17.511336580697986
92,69.74622389397204,16.860945808944802,16.0389253101109
93,69.74622389397204,16.011265312757324,15.698744449238015
94,69.74622389397204,16.23656756605968,20.051152216321793
95,69.74622389397204,15.089133067188516,18.627721934600473
96,69.74622389397204,15.840718006293736,17.009036140695514
97,69.74622389397204,13.659674049375123,16.651647343459025
98,69.74622389397204,14.759030824726473,15.72896617736027
99,69.74622389397204,19.493789192306917,19.027685574875402
100,69.74622389397204,20.307469534555413,14.870882083141902
101,69.74622389397204,20.455857325284136,15.955505609798058
102,69.74622389397204,18.711172636380226,16.098277797347237
