gen,id,enemies,best_fit,mean_fit,std_fit
0,start,1347,24.09853477698591,-4.706498930613317,4.51449514979203
1,start,1347,24.09853477698591,-4.556817807984479,5.14644181077591
2,start,1347,24.09853477698591,-4.026694156442648,5.881924866025276
3,start,1347,24.09853477698591,-3.1766571905163916,6.4418465318969504
4,start,1347,24.09853477698591,-3.461753966670884,6.0611188182705895
5,start,1347,24.09853477698591,-3.3936166217803505,5.588404411199257
6,start,1347,24.09853477698591,-3.269999637658198,5.3493483121010925
7,start,1347,24.09853477698591,-2.7059091130787154,6.1336045787501545
8,start,1347,24.09853477698591,-2.5724498478247533,6.021905069946217
9,start,1347,25.408011310565122,-1.795451229507005,6.38845254418994
10,start,1347,25.408011310565122,-1.7210223803005593,6.80484867403158
11,start,1347,32.481344624815364,-1.2236200043388146,7.661190398100335
12,start,1347,32.481344624815364,-1.249784647349933,7.245196674423855
13,start,1347,32.481344624815364,-0.7738330610387092,7.619054321162222
14,start,1347,32.481344624815364,-0.9072122254785213,7.5992336905455105
15,start,1347,32.481344624815364,-0.9837042431155922,8.09235737638975
16,start,1347,32.481344624815364,-1.03187096026708,8.36734429495964
17,start,1347,32.481344624815364,-1.100759580891718,7.829745290024959
18,start,1347,32.481344624815364,-0.81563123276998,8.293433639477922
19,start,1347,32.481344624815364,-0.45695059528807336,8.734073564791426
20,start,1347,32.481344624815364,0.712517547908207,8.912940666516112
21,start,1347,32.481344624815364,0.9037238167906131,8.638337271949204
22,start,1347,32.481344624815364,1.6708822491631627,8.799124013438824
23,start,1347,32.481344624815364,2.155722069128457,8.961023795838186
24,start,1347,32.481344624815364,2.7228759880834787,9.430320210738156
25,start,1347,32.481344624815364,2.468024948593539,8.586284234775377
26,start,1347,32.481344624815364,2.4159464497121066,8.614901267635723
27,start,1347,32.481344624815364,1.753910323781293,8.660256408697814
28,start,1347,32.481344624815364,1.861268065836927,8.828735110225157
29,start,1347,32.481344624815364,1.9327565025395013,8.83295217896414
30,start,1347,32.481344624815364,2.552456676512561,8.661895764274732
31,start,1347,32.481344624815364,1.4721896833664028,7.503341385804044
32,start,1347,40.090601648128526,2.583626719261146,8.442246564898419
33,start,1347,40.090601648128526,3.3215717068479442,8.92781777374939
34,start,1347,40.090601648128526,3.0207936195156377,9.265390900304377
35,start,1347,40.090601648128526,3.7514185804583473,9.227451281929602
36,start,1347,40.090601648128526,2.973986581387227,9.047945638394431
37,start,1347,40.090601648128526,2.9898361292589657,8.72386104065904
38,start,1347,40.090601648128526,3.704586229077646,9.285631109886824
39,start,1347,40.090601648128526,3.6228191772124645,8.990477312080527
40,start,1347,40.090601648128526,4.7968921949937675,9.05343786510813
41,start,1347,40.090601648128526,3.5645870746607953,9.654516980286097
42,start,1347,40.090601648128526,4.2953510203823955,10.262026976325439
43,start,1347,40.090601648128526,4.821351765628526,10.120700175695655
44,start,1347,40.090601648128526,6.277851270746356,10.371874982858861
45,start,1347,40.090601648128526,5.391588264345591,10.121603329290135
46,start,1347,40.090601648128526,5.749605413285485,9.584083883228825
47,start,1347,40.090601648128526,5.516125184455058,9.119769762917525
48,start,1347,40.090601648128526,6.615977181742398,9.38788405180382
49,start,1347,40.090601648128526,7.384929142480404,9.059946430762903
0,gi,1347,32.97359663940798,7.743374666857273,10.603861490414388
0,si1,43,30.519361076658008,12.228549000208455,11.158530246708564
0,si2,34,30.540414485855838,15.954231827489707,11.143432225867928
0,si3,14,30.116677611511722,13.30582636187869,11.511887614918779
