gen,id,enemies,best_fit,mean_fit,std_fit
0,start,1347,18.19788382709785,-3.759022573644809,6.103670321370198
1,start,1347,23.419488253776645,-2.8831934228408227,6.90758544540432
2,start,1347,23.419488253776645,-1.914608447627938,7.737173212677676
3,start,1347,23.419488253776645,-1.1195614337136692,7.684279699996102
4,start,1347,25.106943777373942,0.8564523533383728,9.02974936435803
5,start,1347,25.25595894881449,0.737360062427949,9.128795567571673
6,start,1347,25.609470015079022,1.9679482537683333,9.453242019613784
7,start,1347,26.96088003450591,2.3548895790675792,9.314676862625038
8,start,1347,26.96088003450591,2.914052872629574,8.658926517527622
9,start,1347,26.96088003450591,3.2103891628510635,8.846037018120311
10,start,1347,47.82092824075699,5.592620797314114,10.829642463388808
11,start,1347,50.988994268929034,5.209122925786079,11.489513468607159
12,start,1347,50.988994268929034,6.008566719618376,11.779917382425692
13,start,1347,50.988994268929034,6.714246308624994,11.442444962842488
14,start,1347,50.988994268929034,6.852346048846755,10.994183993825322
15,start,1347,51.74469275116935,7.549624187917129,10.36278053139652
16,start,1347,51.74469275116935,6.9898424625700795,10.659256520941874
17,start,1347,51.74469275116935,6.516611338616916,10.166584344578434
18,start,1347,51.74469275116935,7.378821022493765,12.268041362246002
19,start,1347,58.17836972997329,8.582749940652915,12.911111298007832
20,start,1347,58.17836972997329,7.71054728999007,13.047819587148698
21,start,1347,58.17836972997329,8.328126330497195,13.10160541609469
22,start,1347,58.17836972997329,8.721463564495291,11.603782878822562
23,start,1347,58.17836972997329,7.942470923280762,11.848104925345352
24,start,1347,58.17836972997329,7.645429702074511,11.211260564309558
25,start,1347,58.17836972997329,8.615322505925123,10.956850450376415
26,start,1347,58.17836972997329,7.7834863307669275,11.015871437199815
27,start,1347,58.17836972997329,8.874517618409326,10.246643041875101
28,start,1347,58.17836972997329,9.394542159253643,11.1189925939032
29,start,1347,58.17836972997329,8.878702151231334,11.452915458317397
30,start,1347,58.17836972997329,9.431827155209202,11.91671252706682
