gen,id,enemies,best_fit,mean_fit,std_fit
0,start,1347,24.54899803377844,-4.161387937584555,6.148326838667191
1,start,1347,31.287141351829014,-2.896070685348663,7.691984841543987
2,start,1347,31.287141351829014,-1.7105596339139848,8.720524164276595
3,start,1347,31.287141351829014,-0.20807244072117917,9.477752174879788
4,start,1347,31.287141351829014,-0.04358342689566662,9.140319835760803
5,start,1347,31.287141351829014,-0.2658917160384045,8.811830661030516
6,start,1347,31.287141351829014,0.8772187310123755,9.314205750147908
7,start,1347,31.287141351829014,1.6414224161874815,9.695592785759356
8,start,1347,34.42979897694123,2.3929578030901753,9.962250017874242
9,start,1347,34.42979897694123,2.6694706471212277,10.079246709494127
10,start,1347,34.42979897694123,1.2475547078061975,9.005418327203277
11,start,1347,35.24366149282754,1.5949021917833535,9.838408760467846
12,start,1347,35.24366149282754,2.035544504404578,10.33482692034594
13,start,1347,35.24366149282754,4.0139837896752715,10.570508128031491
14,start,1347,35.24366149282754,4.75396711701436,10.683314742343445
15,start,1347,36.07278127258317,4.958193309201548,10.960816543361519
16,start,1347,36.07278127258317,5.188205465879915,10.193426854446942
17,start,1347,36.07278127258317,5.798380771396149,10.278488214851981
18,start,1347,36.07278127258317,7.354586456892748,9.359957249961113
19,start,1347,36.07278127258317,9.024102026503218,9.221929235712487
20,start,1347,36.07278127258317,8.623360355097759,9.52200362397407
21,start,1347,36.07278127258317,6.7866375110585295,9.7555698269782
22,start,1347,36.07278127258317,7.667974500347137,9.516935009406293
23,start,1347,36.07278127258317,6.818715203661288,10.137793968555016
24,start,1347,36.07278127258317,6.987516391282389,10.18890426152468
25,start,1347,36.07278127258317,7.334547315850374,9.59829070764367
26,start,1347,36.07278127258317,7.8549082783776205,9.665342618345944
27,start,1347,36.07278127258317,8.793767495171302,9.782714107485441
28,start,1347,36.07278127258317,9.379949644696643,9.186316087422759
29,start,1347,36.07278127258317,10.279383158840995,8.668847352656408
30,start,1347,36.07278127258317,10.796133288753001,8.232781628337962
31,start,1347,36.07278127258317,10.739958766962436,8.632531832072416
32,start,1347,36.07278127258317,9.45499654100891,9.15987317207284
33,start,1347,36.07278127258317,9.36402803925503,9.663013033419565
34,start,1347,36.07278127258317,9.719150082616816,9.427324284678983
35,start,1347,36.07278127258317,10.046331896434618,9.098095332057554
36,start,1347,36.07278127258317,9.44777219151259,8.720815982700588
37,start,1347,44.27041723472436,7.674317451638448,9.473324593116413
38,start,1347,44.27041723472436,8.647543433720067,10.069738986085616
39,start,1347,44.27041723472436,9.530776615394023,10.003759459046595
40,start,1347,44.27041723472436,10.484755154847138,9.203898738150112
41,start,1347,44.27041723472436,9.011065637824201,9.482186694575768
42,start,1347,44.27041723472436,10.398793813293928,9.2069409300986
43,start,1347,44.27041723472436,11.259187379304851,9.318695045990513
44,start,1347,44.27041723472436,10.907178222750886,9.225808062010945
45,start,1347,44.27041723472436,11.452066223515496,9.672957498297873
46,start,1347,44.27041723472436,11.146665909013368,8.956768791644443
47,start,1347,44.27041723472436,11.654327211885857,8.918901357856669
48,start,1347,44.27041723472436,11.96833009614637,8.82455136358716
49,start,1347,44.27041723472436,11.146051803688888,8.88451909200084
0,si0,71,66.25699681219052,17.345863891540276,14.18244099596543
0,si1,74,30.26020708782077,17.889806495846674,8.606769757883235
0,si2,47,30.610928270183496,16.153162203427744,10.933868390031407
0,si3,41,39.20090734553948,13.6795942496324,12.109244733115776
1,si0,71,66.25699681219052,14.165837291854846,15.915008044401645
1,si1,74,30.59732261812772,20.090644077050623,6.384391120218194
1,si2,47,30.63870783429057,14.294142438781087,11.951007709674052
1,si3,41,39.20090734553948,12.881174788523,13.06062769475497
2,si0,71,66.25699681219052,18.1257540038273,13.517124980118453
2,si1,74,39.3062678611973,17.932764356448562,8.878761918455735
2,si2,47,30.667281206734632,13.127918251728579,10.682228237286608
2,si3,41,39.20090734553948,17.6042237656511,10.474988141107618
3,si0,71,66.25699681219052,19.82377619699028,12.129886205422281
3,si1,74,39.3062678611973,19.488677740183803,8.284417174040465
3,si2,47,30.667281206734632,12.479707649692607,11.70321283947166
3,si3,41,66.20698639161586,18.65284930329381,14.521395668206326
4,si0,71,66.25699681219052,21.0159518687047,10.961110002976076
4,si1,74,39.3062678611973,19.348223830555035,9.256451927428195
4,si2,47,30.667281206734632,14.297822659140412,10.291750240697047
4,si3,41,66.20698639161586,15.674643447623144,16.771439604665556
5,si0,71,66.25699681219052,15.603240599743254,15.11143040175891
5,si1,74,48.15067522005313,18.553835092966896,11.028107452534442
5,si2,47,47.77742373192862,17.59908139800245,10.864760847238518
5,si3,41,66.21310261863329,13.226300307770009,19.165407003887793
6,si0,71,66.25699681219052,16.70356174263079,14.706664984095784
6,si1,74,48.15067522005313,21.872068118738024,7.832365852218287
6,si2,47,56.9717214797693,21.200021329171854,12.02956272386117
6,si3,41,66.21310261863329,12.887420953302147,16.146131036813898
7,si0,71,66.25699681219052,20.670340344537735,12.20846761658861
7,si1,74,57.01606371931282,20.165556803054397,11.890416906208708
7,si2,47,56.9717214797693,18.357317637438697,12.473596174455277
7,si3,41,66.21310261863329,15.771119492246278,14.453138599360628
8,si0,71,66.25699681219052,18.259465822924493,14.00996889391777
8,si1,74,57.01606371931282,20.91245282654945,12.14668176447793
8,si2,47,56.9717214797693,17.72542974442298,12.65817665361391
8,si3,41,66.21310261863329,15.114412785782845,14.781792031395396
9,si0,71,66.25699681219052,19.326442598679066,14.439822374265303
9,si1,74,57.01606371931282,21.175374223158563,12.23750990508866
