gen,best_fit,mean_fit,std_fit,best_prob,mean_prob,median_prob,std_prob,doomsday
0,21.64341372532799,-3.76037555483287,6.28669178764282,0.29124211485312573,0.4183229749091414,0.41730703324413343,0.21560989759688962,0
1,93.37504998251859,12.284690659128934,29.528259518245534,0.26214333570490866,0.39382991134253875,0.35519741796830134,0.2161292930435021,0
2,93.37504998251859,35.18258558024256,41.173324187978274,0.26214333570490866,0.37171764592720247,0.3042736968236426,0.19441218835147805,0
3,93.37504998251859,50.178175560325,41.07449220064571,0.0798400542973548,0.3337132819585999,0.27406094279851306,0.16575075877314538,0
4,93.37504998251859,58.869099006101244,39.56594902722325,0.0798400542973548,0.3018096650059681,0.26214333570490866,0.15461159022145485,0
5,93.17504998251859,66.1508683359027,37.09625826432301,0.4672527832231671,0.2586734302873701,0.25214333570490866,0.1367221850921255,0
6,93.37504998251859,68.59132681631576,35.520643864515215,0.20316262232062404,0.23949610720531092,0.21052221237149774,0.1405454720585011,0
7,93.37504998251859,74.10634850988248,31.475493277010685,0.20316262232062404,0.2107165975225114,0.1705958833787346,0.12363240749153978,0
8,93.37504998251859,73.82212293223907,32.29941411714087,0.20316262232062404,0.20694617846795532,0.16420326654629425,0.12548809534382338,0
9,93.37504998251859,75.77673756634007,30.776506686586064,0.20316262232062404,0.1971220382161975,0.16122784259284484,0.11916511351459994,0
10,93.37504998251859,76.47336494421378,29.51049070011074,0.14352952236826672,0.18922754264724512,0.1605070217774004,0.11130740477065357,0
11,93.37504998251859,77.98703617307707,28.285953205790975,0.20316262232062404,0.18163015746555813,0.15420326654629424,0.10356123939714221,0
12,93.37504998251859,76.68599816547068,29.457737311888497,0.16894375838322384,0.1731233239304297,0.1520940948164023,0.09484825753817797,0
13,93.37504998251859,71.28495770539087,34.30806125849518,0.16894375838322384,0.1770180445670975,0.15003906324525712,0.10751847910808153,0
14,93.37504998251859,76.42755838095033,29.52008065934455,0.14752433601429182,0.1705744976429068,0.15003906324525712,0.0924852248687415,0
15,93.37504998251859,73.98330621128373,32.498807590754836,0.15008596418852654,0.16818180870989682,0.15109249473791356,0.087594275660036,0
16,93.37504998251859,73.81138386459556,33.056839501450916,0.12126386426793424,0.16275725790558537,0.1500490171936958,0.079222954437204,0
17,93.37504998251859,71.04248142260266,34.56163550923392,0.15008596418852654,0.1628976594159511,0.15108033657426106,0.07501364889658806,0
18,93.37504998251859,69.27175132171293,35.54847972620174,0.0897621873815631,0.17299002253716148,0.1506258296191144,0.10260896490819084,0
19,93.37504998251859,74.21851944474291,32.54375273100597,0.1481669016641674,0.17190785045986154,0.14950167128626712,0.10097424150039334,0
20,93.37504998251859,70.53961596331962,35.03094542841952,0.11048628968297013,0.19017204098783064,0.15049233628347894,0.12388503774195808,0
21,93.37504998251859,71.78310106775835,33.83383265390521,0.11048628968297013,0.17448224887193287,0.14602144409315643,0.11255025724730248,0
22,93.37504998251859,72.49703810587579,33.583105692317176,0.0797621873815631,0.16231992457294117,0.12930061428852496,0.11497653456639169,0
23,93.37504998251859,70.25002046995532,36.06002570845506,0.0697621873815631,0.14399215201192697,0.11677535756960157,0.1051078931939913,0
24,93.37504998251859,70.84813771727109,36.30726874177089,0.0697621873815631,0.13673928776340152,0.10897570529463854,0.10061590269436171,0
25,93.37504998251859,71.80027058024494,35.63626937532105,0.0697621873815631,0.12356686933028177,0.09512423853226662,0.0880018687837865,0
26,93.37504998251859,73.00056114354832,35.10976709106133,0.09188168923173451,0.11418554270603277,0.09336191632897715,0.08274258564861282,0
27,93.37504998251859,79.72052693805497,28.824636527926643,0.07855854998004194,0.11423114230219693,0.09103046298148693,0.08502826401297904,0
28,93.37504998251859,76.32135043442518,32.07164796543086,0.44149754915058936,0.1306718695921939,0.08982483713647922,0.10601470635905831,0
29,93.37504998251859,75.18334717329854,33.354572732279486,0.07908068735320294,0.12534368977996566,0.08706493738406582,0.09844395672398885,0
30,93.37504998251859,74.22989523463421,34.421503909668,0.07024623626821144,0.14048546341564666,0.08709200663298922,0.130641142021024,0
31,93.37504998251859,74.06390456713666,34.57348710156691,0.08096394759927868,0.14075908963788067,0.08308625714958903,0.1389487921586177,0
32,93.37504998251859,79.16195588142128,30.016097730551227,0.07855854998004194,0.11877968108410476,0.08349928400235176,0.10597027438053887,0
33,93.37504998251859,76.43400657205213,32.175153584473485,0.12903745876073236,0.10815590560737097,0.08303243171763529,0.08624229316558538,0
34,93.37504998251859,78.75081910434224,29.082891595074052,0.10188280021530124,0.09840846945463468,0.08349887598887559,0.0609525611339511,0
35,93.37504998251859,79.06401850969426,28.011589779156154,0.08510056708220179,0.09694943172177896,0.08509986829596658,0.0561066765105995,0
36,93.37504998251859,81.41376515621005,25.6102538717139,0.08095317254881734,0.09758368368216085,0.08372939169602998,0.0720876232185565,0
37,93.37504998251859,80.75781317055949,27.17703379747888,0.0937965512999821,0.09531246658694902,0.08278294604025757,0.06594141183026561,0
38,93.37504998251859,80.04057548773028,27.088585327635897,0.08048835871557539,0.09389303080821125,0.08095317254881734,0.065322642782604,0
39,93.37504998251859,82.31589627828829,24.38484104196064,0.6123903397339306,0.09749182152175631,0.08048835871557539,0.07441469035463469,0
40,93.37504998251859,80.9127949813287,25.979202786999558,0.0778580306086508,0.1085439078320987,0.0805796391126466,0.09816963304608609,0
41,93.37504998251859,81.60868373311024,25.71506096900489,0.08048835871557539,0.11010357346631598,0.08095317254881734,0.0996782605119153,0
42,93.37504998251859,80.33498630240682,27.6493616204311,0.0881390640858504,0.10633934865203587,0.08247231175430528,0.08855243351870862,0
