gen,id,enemies,best_fit,mean_fit,std_fit
0,start,2467,29.306941408553634,-2.837283603574868,7.828386588961498
1,start,2467,39.279597480929375,-1.3662863083633296,9.620243468661078
2,start,2467,39.279597480929375,-0.7955460534682766,9.595769609303275
3,start,2467,39.279597480929375,0.8375848832825653,10.596833305422011
4,start,2467,39.279597480929375,1.381532967708705,10.35484550526521
5,start,2467,39.279597480929375,1.7740023519747306,9.86246475263725
6,start,2467,39.279597480929375,2.5748346171300893,10.216279565615425
7,start,2467,39.279597480929375,3.90488793699271,10.266077339515993
8,start,2467,41.358299985852966,4.7942247431614025,10.504873452716405
9,start,2467,41.358299985852966,5.888562951174724,10.47304169901743
10,start,2467,41.358299985852966,6.933790739986396,10.553364492985834
11,start,2467,41.358299985852966,7.322112157066601,10.407214602518792
12,start,2467,41.358299985852966,8.894862225075105,11.073048875174361
13,start,2467,41.358299985852966,9.584596722801505,11.409720663160286
14,start,2467,41.358299985852966,10.466021393026944,10.79659052575851
15,start,2467,41.358299985852966,11.661082151642102,10.615807373173155
16,start,2467,41.358299985852966,10.235303652048042,10.418628293943868
17,start,2467,47.97270176980071,11.482616913687693,11.102526216533686
18,start,2467,47.97270176980071,13.16018030470861,10.66816822791603
19,start,2467,47.97270176980071,12.690191748533723,10.20954512648175
20,start,2467,47.97270176980071,12.507505091445042,10.839747504812461
21,start,2467,47.97270176980071,12.95302536433183,10.97933114498538
22,start,2467,47.97270176980071,14.312065377631361,10.767695098980395
23,start,2467,47.97270176980071,16.058709933788357,10.854454058785134
24,start,2467,47.97270176980071,14.27273230286528,10.923732615905179
25,start,2467,47.97270176980071,15.341930868234499,10.58413380121226
26,start,2467,47.97270176980071,16.43442684361125,10.287457055539885
27,start,2467,47.97270176980071,16.736950259168523,10.165890740450962
28,start,2467,47.97270176980071,17.916831042343336,9.409862022480961
29,start,2467,47.97270176980071,16.24700508740919,10.065380073407816
30,start,2467,47.97270176980071,16.647581512933563,9.84779648051281
31,start,2467,47.97270176980071,17.40147888342701,9.807855132980288
32,start,2467,47.97270176980071,17.50641848127443,10.266679976630494
33,start,2467,47.97270176980071,17.76103902960142,10.384873935044219
34,start,2467,47.97270176980071,18.694793050951578,10.32470395028548
35,start,2467,47.97270176980071,19.139187429460687,9.913360500786913
36,start,2467,47.97270176980071,18.53771601075219,8.758478411447436
37,start,2467,47.97270176980071,18.57361366894631,10.331249157757743
38,start,2467,47.97270176980071,19.237008770952304,8.425612507592367
39,start,2467,47.97270176980071,18.916919473161787,7.4399644407065475
40,start,2467,47.97270176980071,18.953013744958017,8.274237069936483
41,start,2467,47.97270176980071,18.176741649699647,8.884970930905409
42,start,2467,47.97270176980071,19.226474128840263,8.077385300791923
43,start,2467,47.97270176980071,17.720141038769654,8.811298547541012
44,start,2467,47.97270176980071,17.394069674558107,9.622482141235626
45,start,2467,47.97270176980071,18.105996272647022,8.165075245501386
46,start,2467,47.97270176980071,17.8800787877439,8.739426420494231
47,start,2467,47.97270176980071,18.035611219930175,10.471153297402068
48,start,2467,47.97270176980071,19.76314690906886,10.308128928967575
49,start,2467,47.97270176980071,19.477051485905637,9.220711204963866
0,gi,2467,44.632581264394354,19.155324933880248,10.034008129675744
0,si1,46,21.662461920298682,17.174999520273904,9.123324217341452
0,si2,47,30.544678884642295,21.122421701328953,6.008259649280024
0,si3,64,30.64341372532799,18.26155248973926,8.269245329323567
1,gi,2467,44.632581264394354,20.86416162867119,12.441839603285704
1,si1,46,30.61550493721091,16.88008693545047,9.078355653765538
1,si2,47,30.629361971872342,18.631345593747508,8.410888006215899
1,si3,64,30.64341372532799,17.91075371737494,8.278063649265707
2,gi,2467,46.522910296070265,16.788754429130275,12.544756628845693
2,si1,46,30.61550493721091,19.349848458111683,8.437393688237538
2,si2,47,30.63870783429057,17.544035191934707,10.285628899716091
2,si3,64,30.64341372532799,12.866464864601515,12.755198806652047
3,gi,2467,46.522910296070265,21.016569742463172,12.121780513249755
3,si1,46,30.63870783429057,16.85974574370782,10.085880493872311
3,si2,47,30.63870783429057,19.003604689333574,9.447264408137674
3,si3,64,30.64341372532799,17.21612229008327,10.064148836273942
4,gi,2467,46.522910296070265,21.337949306312286,9.054807179223783
4,si1,46,30.63870783429057,14.370795469711629,10.335074433519114
4,si2,47,30.65289246928253,18.680974429206707,10.127400626910998
4,si3,64,30.64341372532799,18.310737625810752,8.704063618629215
5,gi,2467,46.522910296070265,17.785321301206643,12.20925332294146
5,si1,46,30.63870783429057,19.37837356296905,10.246504595274361
5,si2,47,56.98873282559583,23.28664968017798,9.146812818912792
5,si3,64,30.64341372532799,19.38819816725554,10.514788620253702
6,gi,2467,46.522910296070265,19.068927807590303,13.67622431007682
6,si1,46,65.36668156671962,19.663279077483665,14.830765216089102
6,si2,47,56.98873282559583,20.391851776933596,11.468236978982526
6,si3,64,30.64341372532799,17.925930396981258,10.162352806908817
7,gi,2467,46.522910296070265,19.794488037270355,12.352915537335814
7,si1,46,74.43332757019675,17.511312511592617,17.234198665281728
7,si2,47,56.98873282559583,20.100062099855005,11.724315223949572
7,si3,64,30.64341372532799,17.556712874034673,10.780490473085955
8,gi,2467,46.522910296070265,20.72054389044807,11.257314518583735
8,si1,46,74.43332757019675,13.571341951820541,17.117027213713516
8,si2,47,56.98873282559583,20.0168737056227,11.859720865055962
8,si3,64,30.65289246928253,16.875734349884098,11.277543080407492
9,gi,2467,46.522910296070265,19.499893994183704,11.813629864834846
9,si1,46,74.43332757019675,19.67300629326694,20.476893032082824
9,si2,47,56.98873282559583,17.17618527422967,13.006499584681135
9,si3,64,30.65289246928253,16.840695143778067,9.79194367386932
10,gi,2467,46.545872917543264,23.64492312266665,14.154945852791137
10,si1,46,74.43332757019675,18.175082551813475,19.5290664443705
10,si2,47,56.98873282559583,16.41685879639456,14.592963500435786
10,si3,64,56.77544157072464,18.92138828308192,13.46447958619407
11,gi,2467,46.559445067914666,20.697628945657858,14.802679155159842
11,si1,46,74.43332757019675,20.71575570498223,18.494336355420803
11,si2,47,56.98873282559583,20.496819489737423,12.833348026444435
11,si3,64,56.77544157072464,15.291750168917815,14.735412388455249
12,gi,2467,46.559445067914666,21.567702305594857,15.55347211899617
12,si1,46,74.43332757019675,27.05517655911246,19.74685745652396
12,si2,47,56.98873282559583,18.676544847049446,13.454597208841145
12,si3,64,74.19427744658302,22.416291569542935,16.53775463041616
13,gi,2467,47.409292422326516,17.303519989604833,13.430636896976916
13,si1,46,74.69921420533677,29.366075071169753,18.44418771185214
13,si2,47,57.02619038813073,18.716178397628358,13.576602028901648
13,si3,64,74.19427744658302,21.704743216474316,17.64655265624792
14,gi,2467,47.409292422326516,21.36314375371891,11.331912675238478
14,si1,46,74.69921420533677,27.18837684128687,21.259888634363385
14,si2,47,57.02619038813073,21.11060579794133,11.187882788302835
14,si3,64,74.19427744658302,25.308068715719,13.999430979456347
15,gi,2467,47.409292422326516,20.50425130615318,13.459105052108564
15,si1,46,74.69921420533677,22.105262838132777,18.429757405301086
15,si2,47,57.02619038813073,24.048117850827182,14.76451376575016
15,si3,64,74.19427744658302,23.81968912610365,16.431084129714392
16,gi,2467,51.376282916646296,26.03433594110637,9.06221738862914
16,si1,46,74.69921420533677,23.10826245637271,17.668635973044697
16,si2,47,57.02619038813073,21.304629261665596,13.362824531044538
16,si3,64,74.19427744658302,23.170851574532744,17.13775108656674
17,gi,2467,51.376282916646296,28.04934063709868,9.591247715616205
17,si1,46,74.69921420533677,17.91003551928969,16.306486593897137
17,si2,47,57.02619038813073,23.33518258169569,11.28039276074318
17,si3,64,74.19427744658302,21.703213689514527,15.588427558069206
